npz,station,event_id,magnitude,window_type,status
ev_KO_GAZ_.emsc_event_20230308_0000275.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000275.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000275.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000275.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_SARI_.emsc_event_20230308_0000275.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_URFA_.emsc_event_20230308_0000275.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_DARE_.emsc_event_20230308_0000275.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_BNN_.emsc_event_20230308_0000275.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_MERS_.emsc_event_20230308_0000275.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000275.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000275,2.6,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000274.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000274.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000274.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000274.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_SARI_.emsc_event_20230308_0000274.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_URFA_.emsc_event_20230308_0000274.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_DARE_.emsc_event_20230308_0000274.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_BNN_.emsc_event_20230308_0000274.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_MERS_.emsc_event_20230308_0000274.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000274.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000274,2.4,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000273.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000273.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000273.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000273.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_SARI_.emsc_event_20230308_0000273.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_URFA_.emsc_event_20230308_0000273.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_DARE_.emsc_event_20230308_0000273.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_BNN_.emsc_event_20230308_0000273.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_MERS_.emsc_event_20230308_0000273.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000273.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000273,2.0,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000270.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000270.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000270.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000270.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_SARI_.emsc_event_20230308_0000270.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_DARE_.emsc_event_20230308_0000270.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_URFA_.emsc_event_20230308_0000270.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_BNN_.emsc_event_20230308_0000270.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_MERS_.emsc_event_20230308_0000270.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000270.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000270,2.7,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000262.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000262.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000262.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_SARI_.emsc_event_20230308_0000262.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_URFA_.emsc_event_20230308_0000262.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_DARE_.emsc_event_20230308_0000262.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_BNN_.emsc_event_20230308_0000262.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_MERS_.emsc_event_20230308_0000262.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000262.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000262,2.6,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000267.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000267.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000267.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000267.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_SARI_.emsc_event_20230308_0000267.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_URFA_.emsc_event_20230308_0000267.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_DARE_.emsc_event_20230308_0000267.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_BNN_.emsc_event_20230308_0000267.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_MERS_.emsc_event_20230308_0000267.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000267.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000267,2.5,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000258.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000258.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000258.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000258.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000258.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_SARI_.emsc_event_20230308_0000258.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_URFA_.emsc_event_20230308_0000258.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_DARE_.emsc_event_20230308_0000258.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_BNN_.emsc_event_20230308_0000258.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_MERS_.emsc_event_20230308_0000258.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000258.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000258,3.8,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000257.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000257.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000257.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000257.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000257.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_SARI_.emsc_event_20230308_0000257.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_URFA_.emsc_event_20230308_0000257.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_DARE_.emsc_event_20230308_0000257.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_BNN_.emsc_event_20230308_0000257.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_MERS_.emsc_event_20230308_0000257.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000256.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000257.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000257,2.4,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000256.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000256.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000256.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_SARI_.emsc_event_20230308_0000256.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_URFA_.emsc_event_20230308_0000256.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_DARE_.emsc_event_20230308_0000256.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000256.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_BNN_.emsc_event_20230308_0000256.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_MERS_.emsc_event_20230308_0000256.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000254.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000256.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000256,3.1,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000254.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000254.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000254.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
,KO.KMRS,quakeml:eu.emsc/event/20230308_0000254,2.2,event,missing_HHN
,KO.SARI,quakeml:eu.emsc/event/20230308_0000254,2.2,event,gap
ev_KO_URFA_.emsc_event_20230308_0000254.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
ev_KO_DARE_.emsc_event_20230308_0000254.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
ev_KO_MERS_.emsc_event_20230308_0000254.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
ev_KO_BNN_.emsc_event_20230308_0000254.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000254.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000254,2.2,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000251.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000251.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000251.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000251.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_SARI_.emsc_event_20230308_0000251.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_URFA_.emsc_event_20230308_0000251.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_DARE_.emsc_event_20230308_0000251.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000251.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_BNN_.emsc_event_20230308_0000251.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000251.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000252.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_MERS_.emsc_event_20230308_0000251.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000251,2.1,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000252.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000252.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000252.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_SARI_.emsc_event_20230308_0000252.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000252.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_URFA_.emsc_event_20230308_0000252.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_DARE_.emsc_event_20230308_0000252.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_BNN_.emsc_event_20230308_0000252.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000252.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000250.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000250.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000250.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000250.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000250.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_SARI_.emsc_event_20230308_0000250.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_URFA_.emsc_event_20230308_0000250.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_DARE_.emsc_event_20230308_0000250.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_BNN_.emsc_event_20230308_0000250.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_MERS_.emsc_event_20230308_0000250.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000250.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000250,2.5,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000248.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_KMRS_.emsc_event_20230308_0000248.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000248.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000248.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000248.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_SARI_.emsc_event_20230308_0000248.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_URFA_.emsc_event_20230308_0000248.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_DARE_.emsc_event_20230308_0000248.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_BNN_.emsc_event_20230308_0000248.npz,KO.BNN,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_MERS_.emsc_event_20230308_0000248.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000248.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000248,2.6,event,ok
ev_KO_GAZ_.emsc_event_20230308_0000247.npz,KO.GAZ,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
ev_KO_MERS_.emsc_event_20230308_0000252.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000252,2.2,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000247.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000247.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000247.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
ev_KO_SARI_.emsc_event_20230308_0000247.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
ev_KO_URFA_.emsc_event_20230308_0000247.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
ev_KO_DARE_.emsc_event_20230308_0000247.npz,KO.DARE,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
,KO.KMRS,quakeml:eu.emsc/event/20230308_0000247,2.5,event,gap
ev_KO_MERS_.emsc_event_20230308_0000247.npz,KO.MERS,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
ev_KO_SVRC_.emsc_event_20230308_0000247.npz,KO.SVRC,quakeml:eu.emsc/event/20230308_0000247,2.5,event,ok
,KO.GAZ,quakeml:eu.emsc/event/20230308_0000244,2.6,event,gap
ev_KO_KMRS_.emsc_event_20230308_0000244.npz,KO.KMRS,quakeml:eu.emsc/event/20230308_0000244,2.6,event,ok
ev_KO_KOZT_.emsc_event_20230308_0000244.npz,KO.KOZT,quakeml:eu.emsc/event/20230308_0000244,2.6,event,ok
ev_KO_CEYT_.emsc_event_20230308_0000244.npz,KO.CEYT,quakeml:eu.emsc/event/20230308_0000244,2.6,event,ok
ev_KO_TAHT_.emsc_event_20230308_0000244.npz,KO.TAHT,quakeml:eu.emsc/event/20230308_0000244,2.6,event,ok
ev_KO_SARI_.emsc_event_20230308_0000244.npz,KO.SARI,quakeml:eu.emsc/event/20230308_0000244,2.6,event,ok
ev_KO_URFA_.emsc_event_20230308_0000244.npz,KO.URFA,quakeml:eu.emsc/event/20230308_0000244,2.6,event,ok
